AgeGroup,Gender,SocialMediaHours,UsageDuringStudy,FocusReduction,Procrastination,CheckingDuringStudy,CourseworkDistraction,TimeManagementDifficulty,NotificationDisruption,Multitasking,TimeLost,StudyDelay,UsageLimitation,AcademicImpact,ProductivityWithoutSM,MostUsedPlatform,BreakFrequency,ProductivityImpact
18–24,Female ,1–3 hours ,Rarely ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Sometimes ,Rarely ,Rarely ,Often ,Sometimes ,Moderately ,Facebook ,Sometimes ,Not at all 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Rarely ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Slightly ,Facebook ,Rarely ,Slightly 
18–24,Male ,More than 3 hours ,Rarely ,Slightly ,Sometimes ,Rarely ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Often ,Moderately ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Often ,Often ,Often ,Often ,Often ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Other ,More than 3 hours ,Sometimes ,Moderately ,Rarely ,Rarely ,Not at all ,Slightly ,Often ,Rarely ,Rarely ,Sometimes ,Always ,Often ,Significantly ,Instagram ,Often ,Significantly 
18–24,Male ,1–3 hours ,Often ,Moderately ,Sometimes ,Rarely ,Slightly ,Moderately ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Always ,Sometimes ,Moderately ,YouTube ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Often ,Often ,Always ,Significantly ,Facebook ,Often ,Significantly 
18–24,Male ,1–3 hours ,Rarely ,Not at all ,Rarely ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Slightly ,TikTok ,Sometimes ,Slightly 
25–34,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Moderately ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Twitter ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Moderately ,Slightly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Often ,Often ,Moderately ,LinkedIn ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Always ,Moderately ,Often ,Often ,Significantly ,Significantly ,Often ,Always ,Always ,Always ,Sometimes ,Always ,Moderately ,Facebook ,Always ,Significantly 
Below 18,Female ,1–3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Always ,Always ,Always ,Often ,Always ,Always ,Significantly ,Instagram ,Often ,Moderately 
25–34,Female ,More than 3 hours ,Sometimes ,Significantly ,Always ,Often ,Significantly ,Moderately ,Often ,Always ,Often ,Sometimes ,Always ,Always ,Slightly ,Twitter ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,TikTok ,Often ,Slightly 
25–34,Male ,More than 3 hours ,Always ,Significantly ,Often ,Always ,Significantly ,Significantly ,Often ,Often ,Often ,Always ,Often ,Always ,Significantly ,Facebook ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Sometimes ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
25–34,Female ,1–3 hours ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Not at all ,Twitter ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Often ,Always ,Significantly ,YouTube ,Sometimes ,Significantly 
18–24,Male ,1–3 hours ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
25–34,Other ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Rarely ,Not at all 
18–24,Female ,1–3 hours ,Rarely ,Slightly ,Sometimes ,Sometimes ,Not at all ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Often ,Often ,Always ,Sometimes ,Significantly ,Facebook ,Sometimes ,Significantly 
Below 18,Male ,1–3 hours ,Often ,Moderately ,Sometimes ,Often ,Slightly ,Moderately ,Sometimes ,Often ,Sometimes ,Often ,Sometimes ,Often ,Moderately ,Facebook ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Always ,Moderately ,Often ,Often ,Significantly ,Significantly ,Often ,Always ,Always ,Always ,Sometimes ,Always ,Moderately ,Facebook ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Often ,Often ,Sometimes ,Significantly ,Facebook ,Sometimes ,Significantly 
25–34,Female ,More than 3 hours ,Often ,Significantly ,Always ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Always ,Often ,Significantly ,Facebook ,Always ,Significantly 
18–24,Male ,Less than 1 hour ,Rarely ,Significantly ,Rarely ,Rarely ,Slightly ,Slightly ,Often ,Always ,Often ,Sometimes ,Often ,Sometimes ,Significantly ,Facebook ,Sometimes ,Moderately 
Below 18,Male ,More than 3 hours ,Sometimes ,Moderately ,Rarely ,Rarely ,Moderately ,Moderately ,Often ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,TikTok ,Often ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Slightly ,Often ,Often ,Moderately ,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Female ,1–3 hours ,Rarely ,Slightly ,Sometimes ,Sometimes ,Not at all ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Significantly ,Always ,Always ,Always ,Always ,Always ,Rarely ,Significantly ,Facebook ,Rarely ,Significantly 
Below 18,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Rarely ,Not at all 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Sometimes ,Slightly ,Moderately ,Always ,Often ,Often ,Often ,Often ,Rarely ,Moderately ,Facebook ,Rarely ,Moderately 
18–24,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,TikTok ,Sometimes ,Not at all 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Always ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,Facebook ,Always ,Moderately 
18–24,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Q15. How often do you try to limit social media usage during study sessions?,Sometimes ,Slightly ,LinkedIn ,Rarely ,Slightly 
18–24,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Often ,Often ,Often ,Often ,Sometimes ,Sometimes ,Moderately ,YouTube ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Moderately ,Always ,Always ,Often ,Always ,Often ,Often ,Significantly ,TikTok ,Always ,Moderately 
25–34,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Sometimes ,Slightly ,Snapchat ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Moderately ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Not at all ,YouTube ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Often ,Significantly ,Always ,Always ,Moderately ,Significantly ,Always ,Often ,Often ,Often ,Always ,Often ,Significantly ,Instagram ,Always ,Moderately 
25–34,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Slightly ,Instagram ,Sometimes ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Sometimes ,Sometimes ,Significantly ,Facebook ,Often ,Moderately 
25–34,Female ,Less than 1 hour ,Rarely ,Not at all ,Sometimes ,Rarely ,Slightly ,Moderately ,Often ,Often ,Often ,Sometimes ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Moderately ,Often ,Always ,Often ,Often ,Always ,Always ,Significantly ,TikTok ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Significantly ,Snapchat ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Often ,Always ,Significantly ,Facebook ,Always ,Significantly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Rarely ,Rarely ,Sometimes ,Always ,Rarely ,Significantly ,Facebook ,Always ,Moderately 
18–24,Male ,1–3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Often ,Often ,Often ,Often ,Often ,Often ,Significantly ,Facebook ,Often ,Significantly 
Below 18,Female ,More than 3 hours ,Always ,Moderately ,Always ,Always ,Moderately ,Significantly ,Always ,Always ,Always ,Always ,Always ,Often ,Significantly ,TikTok ,Rarely ,Moderately 
18–24,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Slightly ,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Significantly ,YouTube ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Rarely ,Always ,Significantly ,Facebook ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Sometimes ,Always ,Significantly ,Moderately ,Often ,Always ,Often ,Always ,Often ,Often ,Significantly ,Snapchat ,Always ,Significantly 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Moderately ,Moderately ,Always ,Often ,Often ,Often ,Always ,Often ,Moderately ,Facebook ,Often ,Significantly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Rarely ,Slightly ,Moderately ,Sometimes ,Rarely ,Sometimes ,Rarely ,Rarely ,Sometimes ,Significantly ,Facebook ,Rarely ,Slightly 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Slightly ,Snapchat ,Sometimes ,Slightly 
Below 18,Male ,1–3 hours ,Often ,Slightly ,Often ,Often ,Moderately ,Moderately ,Always ,Often ,Often ,Often ,Always ,Often ,Moderately ,YouTube ,Often ,Moderately 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Others ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Often ,Always ,Sometimes ,Often ,Slightly ,YouTube ,Often ,Significantly 
25–34,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Often ,Significantly ,Moderately ,Often ,Often ,Often ,Often ,Sometimes ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Moderately ,Often ,Often ,Often ,Always ,Always ,Always ,Significantly ,YouTube ,Always ,Significantly 
18–24,Male ,1–3 hours ,Often ,Significantly ,Often ,Sometimes ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Always ,Always ,Significantly ,Instagram ,Always ,Significantly 
25–34,Male ,More than 3 hours ,Often ,Significantly ,Often ,Sometimes ,Significantly ,Significantly ,Sometimes ,Sometimes ,Always ,Always ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,LinkedIn ,Sometimes ,Slightly 
Below 18,Male ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Always ,Often ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Significantly 
18–24,Male ,1–3 hours ,Often ,Moderately ,Sometimes ,Rarely ,Slightly ,Moderately ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Always ,Sometimes ,Moderately ,YouTube ,Sometimes ,Slightly 
Below 18,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Rarely ,Not at all 
Below 18,Female ,Less than 1 hour ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Facebook ,Sometimes ,Slightly 
Below 18,Female ,Less than 1 hour ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Always ,Often ,Moderately ,Moderately ,Sometimes ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Always ,Significantly 
25–34,Male ,More than 3 hours ,Often ,Significantly ,Often ,Sometimes ,Significantly ,Significantly ,Sometimes ,Sometimes ,Always ,Always ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Significantly 
25–34,Male ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Slightly ,Often ,Often ,Sometimes ,Often ,Sometimes ,Often ,Moderately ,Facebook ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Facebook ,Sometimes ,Significantly 
25–34,Female ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Rarely ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,YouTube ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Sometimes ,Slightly ,Not at all ,Rarely ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Rarely ,Moderately ,Facebook ,Often ,Not at all 
25–34,Female ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Slightly ,Often ,Sometimes ,Often ,Sometimes ,Often ,Sometimes ,Slightly ,YouTube ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Often ,Often ,Moderately ,Significantly ,Often ,Sometimes ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Moderately ,Slightly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Often ,Often ,Moderately ,LinkedIn ,Often ,Slightly 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Often ,Sometimes ,Not at all ,Not at all ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Always ,Often ,Significantly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Often ,Slightly ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Sometimes ,Sometimes ,Always ,Often ,Not at all ,Instagram ,Rarely ,Moderately 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Often ,Always ,Always ,Often ,Sometimes ,Always ,Significantly ,YouTube ,Often ,Significantly 
Below 18,Female ,1–3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Always ,Always ,Always ,Often ,Always ,Always ,Significantly ,Instagram ,Often ,Moderately 
18–24,Male ,Less than 1 hour ,Rarely ,Slightly ,Rarely ,Sometimes ,Slightly ,Slightly ,Often ,Rarely ,Rarely ,Sometimes ,Often ,Rarely ,Moderately ,Facebook ,Rarely ,Slightly 
Below 18,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Moderately ,Often ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Slightly ,Facebook ,Often ,Slightly 
25–34,Female ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Moderately ,Always ,Often ,Often ,Always ,Often ,Often ,Moderately ,Facebook ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Moderately ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Not at all ,YouTube ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Always ,Moderately ,Often ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Often ,Often ,Moderately ,Instagram ,Often ,Moderately 
Below 18,Male ,1–3 hours ,Often ,Slightly ,Often ,Often ,Moderately ,Moderately ,Always ,Often ,Often ,Often ,Always ,Often ,Moderately ,YouTube ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Significantly ,Significantly ,Always ,Rarely ,Sometimes ,Rarely ,Rarely ,Rarely ,Significantly ,Facebook ,Rarely ,Not at all 
18–24,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Q15. How often do you try to limit social media usage during study sessions?,Sometimes ,Slightly ,LinkedIn ,Rarely ,Slightly 
25–34,Female ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Sometimes ,Sometimes ,Often ,Sometimes ,Often ,Often ,Moderately ,YouTube ,Often ,Moderately 
25–34,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,YouTube ,Often ,Moderately 
25–34,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Often ,Moderately ,Slightly ,Sometimes ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Slightly ,Twitter ,Rarely ,Slightly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Often ,Sometimes ,Slightly ,Moderately ,Sometimes ,Sometimes ,Often ,Sometimes ,Often ,Sometimes ,Moderately ,Instagram ,Sometimes ,Not at all 
18–24,Female ,1–3 hours ,Sometimes ,Moderately ,Often ,Often ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Rarely ,Rarely ,Sometimes ,Moderately ,Twitter ,Sometimes ,Slightly 
18–24,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Rarely ,Sometimes ,Slightly ,Facebook ,Rarely ,Slightly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Sometimes ,Moderately ,Moderately ,Often ,Sometimes ,Sometimes ,Rarely ,Always ,Sometimes ,Significantly ,Facebook ,Often ,Slightly 
25–34,Male ,More than 3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Significantly ,Facebook ,Rarely ,Moderately 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Sometimes ,Moderately ,Slightly ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,Twitter ,Often ,Slightly 
Below 18,Male ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Always ,Often ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Significantly 
Below 18,Other ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Often ,Moderately ,Slightly ,Always ,Often ,Always ,Often ,Always ,Often ,Significantly ,TikTok ,Often ,Significantly 
